City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,rio gallegos,-51.6226,-69.2181,280.18,81,0,4.63,AR,1746491076
362,saint-joseph,-21.3667,55.6167,297.36,87,83,6.26,RE,1746491124
363,mawlamyinegyunn,16.3833,95.2667,300.19,74,12,2.39,MM,1746491125
364,ritchie,-29.038,24.6028,287.41,56,17,3.21,ZA,1746491126
365,naliya,23.2667,68.8333,300.49,83,67,5.52,IN,1746491128
366,pasuquin,18.3328,120.6177,304.12,74,75,1.03,PH,1746491129
367,ribas do rio pardo,-20.4431,-53.7592,295.57,65,13,1.64,BR,1746491130
368,lichinga,-13.3128,35.2406,287.2,88,100,6.17,MZ,1746491131
369,villa gesell,-37.2639,-56.973,286.82,75,13,5.26,AR,1746491132
370,luleburgaz,41.4039,27.3592,287.36,71,76,1.15,TR,1746491133
371,sidareja,-7.4846,108.7923,300.18,95,86,0.7,ID,1746491135
372,new plymouth,-39.0667,174.0833,290.32,85,42,2.34,NZ,1746491136
373,shakiso,5.75,38.9167,287.82,98,100,0.98,ET,1746491137
374,la mira,18.035,-102.3266,301.72,64,90,4.68,MX,1746491139
375,carnot,4.9409,15.8665,292.96,94,100,0.78,CF,1746491140
376,vila franca do campo,37.7167,-25.4333,291.42,99,68,2.67,PT,1746491141
377,coquimbo,-29.9533,-71.3436,287.0,88,100,1.54,CL,1746490900
378,alo,6.5486,4.2686,299.88,86,99,2.72,NG,1746491143
379,poyang,28.9924,116.6675,295.24,80,18,2.87,CN,1746491145
380,waarschoot,51.1533,3.6073,281.46,67,36,4.35,BE,1746491146
381,felege neway,6.3,36.8833,290.47,99,98,0.96,ET,1746491147
382,hovd,48.0056,91.6419,282.52,44,26,2.57,MN,1746491148
383,san julian,21.0167,-102.1667,301.27,14,89,7.22,MX,1746491149
384,ulan bator,47.9077,106.8832,278.22,70,75,2.0,MN,1746491069
385,bagan,54.1001,77.6646,283.51,60,70,3.23,RU,1746491152
386,meadow lake,34.8014,-106.5436,287.41,46,100,10.36,US,1746491153
387,taroa,8.7058,171.2275,300.74,80,31,8.53,MH,1746491154
388,fort drum,44.0584,-75.7619,289.75,82,100,4.39,US,1746491155
389,pirae,-17.5167,-149.5333,302.16,65,75,1.54,PF,1746491156
390,shenjiamen,29.9576,122.298,292.32,79,67,1.93,CN,1746491157
391,awjilah,29.1081,21.2869,297.85,13,53,4.09,LY,1746491158
392,northam,51.0333,-4.2167,279.19,75,21,3.72,GB,1746491160
393,owando,-0.4819,15.8999,295.22,97,100,0.5,CG,1746491161
394,bardai,11.65,7.2333,299.73,15,32,3.21,NG,1746491162
395,hami,42.8,93.45,293.36,21,84,8.45,CN,1746491163
396,port blair,11.6667,92.75,298.17,94,40,1.03,IN,1746491101
397,oriximina,-1.7656,-55.8661,300.38,79,91,1.38,BR,1746491166
398,harstad,68.799,16.5293,274.9,70,40,1.34,NO,1746491167
399,hammerfest,70.6634,23.6821,272.4,64,100,4.12,NO,1746491168
400,soio,-6.1349,12.3689,297.98,91,96,2.56,AO,1746491169
401,tulun,54.5611,100.5792,281.37,65,79,1.26,RU,1746491170
402,cidreira,-30.1811,-50.2056,294.18,80,64,2.65,BR,1746491172
403,tshela,-4.9833,12.9333,295.8,98,78,0.37,CD,1746491173
404,poso,-1.3959,120.7524,298.25,85,100,2.32,ID,1746491174
405,bikenibeu village,1.3673,173.1241,301.08,80,6,6.36,KI,1746491175
406,paka,4.6374,103.4368,298.76,92,52,1.3,MY,1746491176
407,kavieng,-2.5744,150.7967,302.5,70,34,2.72,PG,1746491177
408,sitia,35.2,26.0986,291.49,61,36,1.26,GR,1746491179
409,tegueste,28.5167,-16.3167,288.7,80,40,2.57,ES,1746491180
410,aripuana,-9.1667,-60.6333,297.44,87,100,1.1,BR,1746491181
411,sorong,-0.8833,131.25,301.28,76,100,1.31,ID,1746491182
412,bintulu,3.1667,113.0333,299.38,88,20,2.24,MY,1746491183
413,midvagur,62.0511,-7.1939,280.61,93,100,3.09,FO,1746491185
414,frontera,26.9333,-101.45,306.11,41,48,3.13,MX,1746491186
415,faya-largeau,17.9257,19.1043,297.26,10,0,5.88,TD,1746491187
416,magadan,59.5667,150.8,275.56,77,83,1.78,RU,1746491188
417,kearney,40.6995,-99.0815,296.1,33,0,5.66,US,1746490945
418,trevelin,-43.0858,-71.4639,277.62,84,72,2.31,AR,1746490915
419,fort st. john,56.2499,-120.8529,288.09,29,20,7.72,CA,1746491192
420,brokopondo,4.75,-55.1667,299.05,83,56,3.96,SR,1746491193
421,dalai,45.5,124.3,286.6,37,25,4.97,CN,1746491195
422,usol'ye,59.4268,56.6808,284.82,93,96,4.14,RU,1746491196
423,aral,40.5156,81.2636,293.39,13,57,3.66,CN,1746491197
424,petukhovo,55.0692,67.9019,286.5,74,82,3.58,RU,1746491198
425,kaitong,44.8135,123.15,285.99,44,26,4.92,CN,1746491199
426,kutum,14.2,24.6667,293.71,13,0,3.2,SD,1746491201
427,illizi,26.4833,8.4667,302.56,23,72,2.25,DZ,1746491202
428,tamanrasset,22.785,5.5228,296.1,10,0,2.06,DZ,1746491203
429,horta,38.5333,-28.6333,289.83,88,87,4.92,PT,1746491106
430,sogndal,61.2283,7.1003,278.36,64,90,2.06,NO,1746491205
431,fortuna,40.5982,-124.1573,291.44,58,40,0.89,US,1746491206
432,les avirons,-21.2418,55.3394,296.2,88,100,5.66,RE,1746491207
433,yorkton,51.2167,-102.4677,287.06,44,0,1.03,CA,1746491209
434,nagqu,31.5,92.0,271.16,71,96,0.52,CN,1746491210
435,malvan,16.0667,73.4667,299.09,86,45,3.88,IN,1746491211
436,la sarre,48.8002,-79.1996,290.3,43,36,2.55,CA,1746491212
437,lorengau,-2.0226,147.2712,301.46,79,72,0.72,PG,1746491213
438,senador jose porfirio,-2.5908,-51.9542,297.02,96,52,1.08,BR,1746491214
439,paradip garh,20.3167,86.6167,300.36,87,56,3.06,IN,1746491216
440,lianzhou,24.7811,112.3825,296.14,92,94,1.29,CN,1746491217
441,pimentel,-6.8367,-79.9342,294.31,73,100,8.75,PE,1746491218
442,kas,36.2018,29.6377,289.62,67,22,1.21,TR,1746491219
443,val-d'or,48.1002,-77.7828,292.2,26,75,1.54,CA,1746491220
444,borba,-4.3878,-59.5939,299.87,73,76,1.1,BR,1746491221
445,ust'-ilimsk,58.0006,102.6619,277.27,76,29,1.94,RU,1746491223
446,chiantla,15.3547,-91.4583,290.92,77,75,5.14,GT,1746491224
447,shagonar,51.5333,92.8,279.99,85,100,2.2,RU,1746491225
448,tomohon,1.3346,124.8392,295.82,85,100,0.37,ID,1746491227
449,genhe,50.7833,121.5167,281.5,32,46,0.73,CN,1746491228
450,berezovyy,51.6667,135.7,277.87,90,100,0.42,RU,1746491230
451,ha'il,27.5219,41.6907,292.16,24,0,3.09,SA,1746491105
452,vuktyl,63.8567,57.3094,276.89,97,100,4.21,RU,1746491232
453,aqadyr,48.2553,72.8483,282.78,54,0,1.0,KZ,1746491233
454,kybartai,54.6386,22.7632,273.86,86,0,2.96,LT,1746491234
455,hinton,53.4001,-117.5857,288.82,22,41,2.7,CA,1746491236
456,novodvinsk,64.4165,40.8122,275.01,93,100,4.91,RU,1746491237
457,kisangani,0.5167,25.2,292.93,91,43,0.75,CD,1746491238
458,el calafate,-50.3408,-72.2768,276.12,84,99,0.48,AR,1746491239
459,airway heights,47.6446,-117.5933,293.23,22,20,3.6,US,1746491240
460,ji'an,27.1172,114.9793,296.58,80,48,1.1,CN,1746491241
461,sechura,-5.5569,-80.8222,297.1,67,28,7.85,PE,1746491243
462,cole harbour,44.6724,-63.4751,283.24,70,96,4.63,CA,1746491244
463,kassala,15.451,36.4,299.37,37,72,2.92,SD,1746491245
464,yanji,42.9075,129.5078,284.98,56,94,3.04,CN,1746491246
465,nema,57.5067,50.5011,283.49,94,99,2.48,RU,1746491247
466,portland,45.5234,-122.6762,298.51,28,20,4.63,US,1746491248
467,north battleford,52.7834,-108.2847,289.2,20,20,8.75,CA,1746491250
468,kesabpur,22.9167,89.2167,300.21,75,61,2.07,BD,1746491239
469,isiro,2.7739,27.616,291.55,89,74,1.1,CD,1746491252
470,carbondale,37.7273,-89.2168,288.15,73,100,2.06,US,1746491253
471,namibe,-15.1961,12.1522,296.65,63,4,2.21,AO,1746491255
472,chhagalnaiya,23.03,91.5069,297.92,84,18,1.86,BD,1746491256
473,padang,-0.9492,100.3543,298.94,85,100,1.67,ID,1746491070
474,kenora,49.8167,-94.4337,298.69,25,0,4.63,CA,1746491120
475,cooper's town,26.8667,-77.5167,297.58,85,18,4.22,BS,1746491260
476,bayganin,48.6947,55.8742,289.36,36,95,4.84,KZ,1746491261
477,yermentau,51.6214,73.1069,285.5,57,34,4.03,KZ,1746491263
478,hukumati azrah,34.1736,69.6457,280.69,71,0,0.26,AF,1746491264
479,port elizabeth,-33.918,25.5701,290.55,62,0,5.14,ZA,1746491265
480,maues,-3.3836,-57.7186,297.82,88,50,1.57,BR,1746491266
481,flying fish cove,-10.4217,105.6791,299.97,94,99,5.14,CX,1746491267
482,nizhneangarsk,55.7833,109.55,275.26,72,73,0.99,RU,1746491268
483,morden,49.1919,-98.1014,290.07,39,22,11.32,CA,1746491270
484,chernyshevskiy,63.0128,112.4714,274.12,90,100,0.95,RU,1746491271
485,sirte,31.2089,16.5887,300.84,19,32,6.56,LY,1746491272
486,kars,40.602,43.095,280.4,100,75,2.57,TR,1746491273
487,kosh-agach,50.0,88.6667,277.26,69,53,3.39,RU,1746491275
488,rongelap,11.1635,166.8941,300.39,77,33,9.1,MH,1746491276
489,kodinsk,58.6881,99.1844,278.61,74,68,3.02,RU,1746491277
490,medina,24.4686,39.6142,297.39,13,0,3.6,SA,1746491102
491,prince albert,53.2001,-105.7677,289.12,14,20,7.72,CA,1746491279
492,mosjoen,65.836,13.1908,277.44,70,100,0.51,NO,1746491107
493,richards bay,-28.783,32.0377,289.93,88,0,3.9,ZA,1746491282
494,arquitecto tomas romero pereira,-26.4833,-55.25,294.95,68,35,1.68,PY,1746491283
495,baotou,40.6522,109.8222,283.3,43,5,1.67,CN,1746491284
496,belomorsk,64.5232,34.7668,273.88,88,65,3.43,RU,1746491286
497,sisimiut,66.9395,-53.6735,268.69,82,100,3.27,GL,1746491287
498,sambava,-14.2667,50.1667,296.12,85,17,3.84,MG,1746491288
499,tavda,58.0425,65.2726,283.41,97,87,2.57,RU,1746491289
500,carbonear,47.7332,-53.2148,275.45,77,53,5.23,CA,1746491189
501,zhongxing,33.7039,118.6792,291.68,54,9,8.71,CN,1746491292
502,menaka,15.9182,2.4022,304.43,15,14,3.92,ML,1746491293
503,eureka,40.8021,-124.1637,292.49,66,33,4.92,US,1746491068
504,antofagasta,-23.65,-70.4,289.75,90,26,1.25,CL,1746491221
505,colonia,50.9333,6.95,283.78,74,0,2.06,DE,1746491297
506,beyneu,45.3167,55.2,296.1,31,100,6.75,KZ,1746491298
507,moroto,2.5345,34.6666,291.75,88,100,1.51,UG,1746491299
508,madang,-5.2246,145.7966,302.75,68,100,0.62,PG,1746491301
509,manta,-0.95,-80.7333,301.03,69,40,4.12,EC,1746491205
510,muswellbrook,-32.2667,150.9,292.46,80,4,1.33,AU,1746491303
511,nabire,-3.3667,135.4833,301.4,70,99,0.27,ID,1746491304
512,syumsi,57.1111,51.6149,284.28,97,92,2.02,RU,1746491306
513,haiku-pauwela,20.9219,-156.3051,301.16,63,40,13.41,US,1746491308
514,myshkin,57.7897,38.4545,274.97,81,98,3.6,RU,1746491309
515,nassjo,57.6531,14.6968,276.22,82,15,2.17,SE,1746491310
516,guozhen,34.3659,107.359,291.8,17,90,1.04,CN,1746491312
517,aguiar da beira,40.7832,-7.5269,281.82,98,33,1.16,PT,1746491313
518,tobelo,1.7284,128.0095,301.27,80,98,0.96,ID,1746491314
519,nang rong,14.6377,102.7914,301.34,74,99,1.65,TH,1746491315
520,nueva gerona,21.8833,-82.8,301.88,63,19,2.94,CU,1746491316
521,savanna-la-mar,18.219,-78.1332,300.89,87,66,0.3,JM,1746491318
522,totness,5.8833,-56.3167,298.61,88,85,4.17,SR,1746491319
523,la fleche,47.6982,-0.0755,279.78,86,18,3.64,FR,1746491320
524,ascension,30.2169,-90.9001,297.64,63,33,0.45,US,1746491321
525,warrnambool,-38.3833,142.4833,292.45,76,32,7.74,AU,1746491322
526,princeville,45.7668,-61.2985,277.77,67,0,2.57,CA,1746491325
527,viedma,-40.8135,-62.9967,282.94,73,89,4.47,AR,1746491035
528,masterton,-40.9597,175.6575,288.54,48,0,1.34,NZ,1746491077
529,el ayote,12.1905,-85.2874,299.03,73,88,2.74,NI,1746491328
530,khandyga,62.6667,135.6,278.56,53,100,1.53,RU,1746491329
531,brookhaven,31.5791,-90.4407,295.89,61,30,0.26,US,1746491330
532,tvoroyri,61.5556,-6.8111,281.53,82,100,6.89,FO,1746491332
533,kete krachi,7.7939,-0.0498,300.72,76,87,6.41,GH,1746491333
534,lospalos,-8.5186,127.0025,296.13,95,100,1.74,TL,1746491334
535,dongyuan,24.9174,118.7524,298.74,81,99,1.56,CN,1746491335
536,nea alikarnassos,35.3333,25.1667,294.23,63,20,3.09,GR,1746491336
537,isla mujeres,21.2311,-86.731,301.53,78,14,5.2,MX,1746491337
538,huarmey,-10.0681,-78.1522,293.35,80,79,3.29,PE,1746491339
539,landeck,47.1301,10.5636,277.97,88,100,1.1,AT,1746491340
540,la ronge,55.1001,-105.2842,281.29,39,20,6.17,CA,1746491341
541,taghazout,30.5426,-9.7112,290.2,84,75,3.24,MA,1746491342
542,bandarbeyla,9.4942,50.8122,301.57,77,46,3.65,SO,1746491343
543,phumi veal sre,10.9808,104.7783,301.14,80,9,2.63,KH,1746491344
544,yuanping,38.7153,112.7575,285.11,43,0,2.59,CN,1746491346
545,panna,24.7167,80.2,298.9,45,31,3.4,IN,1746491347
546,el granada,37.5027,-122.4694,292.91,64,0,5.14,US,1746491348
547,rio do sul,-27.2142,-49.6431,292.34,90,30,0.88,BR,1746491349
548,puro,12.4841,123.3827,302.33,71,92,0.83,PH,1746491350
549,itacare,-14.2775,-38.9967,296.92,90,18,4.4,BR,1746491351
550,katsuura,35.1333,140.3,288.74,89,100,8.45,JP,1746491353
551,al muwayh,22.4333,41.7583,296.08,15,0,3.95,SA,1746491354
552,joao pinheiro,-17.7425,-46.1725,291.76,58,3,3.01,BR,1746491355
553,komsomol'skiy,43.9783,46.6985,288.71,74,82,3.65,RU,1746491356
554,junin,-34.5838,-60.9433,288.75,95,100,3.98,AR,1746491229
555,sainte-agathe-des-monts,46.0501,-74.2825,288.7,63,100,3.68,CA,1746491120
556,gebeit,21.0667,36.3167,291.46,50,0,2.2,SD,1746491360
557,diego martin,10.7005,-61.5342,298.03,84,76,3.32,TT,1746491361
558,semnan,35.5729,53.3971,295.7,27,40,0.71,IR,1746491362
559,alta,69.9689,23.2717,272.74,74,75,4.63,NO,1746491265
560,wanning,18.8003,110.3967,301.0,81,36,4.67,CN,1746491364
561,price,39.5994,-110.8107,286.74,54,100,3.09,US,1746491366
562,sola,-13.8833,167.55,301.52,84,100,4.12,VU,1746491368
563,lappeenranta,61.0587,28.1887,275.18,69,0,2.06,FI,1746491369
564,jieshi,22.8134,115.8257,299.33,87,97,2.59,CN,1746491370
565,bonnyville,54.2668,-110.735,288.06,23,7,3.94,CA,1746491372
566,korsakov,46.6328,142.7813,285.06,77,11,4.72,RU,1746491352
567,springbok,-29.6643,17.8865,290.08,32,4,0.82,ZA,1746491374
568,glogowek,50.3536,17.8641,279.52,81,100,2.18,PL,1746491375
569,sandpoint,48.2766,-116.5533,291.88,30,33,2.68,US,1746491376
570,malvern,34.3623,-92.813,296.04,51,21,1.3,US,1746491222
571,itoman,26.1247,127.6694,298.93,100,75,5.66,JP,1746491379
572,boyolangu,-8.1181,111.8935,302.42,92,78,1.06,ID,1746491380
573,nurlat,54.4277,50.8051,286.39,72,92,5.05,RU,1746491381
574,asau,46.4333,26.4,283.08,89,100,1.34,RO,1746491382
575,markovo,57.3206,107.0881,276.66,89,100,1.61,RU,1746491383
576,chandler,33.3062,-111.8412,296.16,36,40,6.69,US,1746491384
577,copala,16.65,-98.9833,301.7,61,75,3.77,MX,1746491386
578,arraial do cabo,-22.9661,-42.0278,296.18,78,0,6.18,BR,1746491387
579,urzhar,47.093,81.6294,284.95,50,0,4.34,KZ,1746491388
580,elverum,60.8819,11.5623,276.98,58,6,2.45,NO,1746491389
581,tarauaca,-8.1614,-70.7656,296.23,96,58,0.45,BR,1746491390
